,path,name,country,culture,dateFrom,dateTo,economic,group,lang,polalign,source,url
24,/Event/7416406894/7416420949/7416554616/7417932888/7418109469,7418109469,United-Kingdom,C4,2023-02-24T18:38:00,2023-02-24T21:13:00,C2,7416406894,eng,unknown,standard.co.uk,unknown
25,/Event/7416406894/7416420949/7416554616/7417932888/7418206140,7418206140,United-Kingdom,C4,2023-02-24T18:38:00,2023-02-24T22:58:00,C2,7416406894,eng,unknown,express.co.uk,unknown
26,/Event/7416406894/7416420949/7416818087,7416818087,United-Kingdom,C4,2023-02-23T22:35:00,2023-02-24T05:52:00,C2,7416406894,eng,unknown,hulldailymail.co.uk,unknown
27,/Event/7416406894/7416421760,7416421760,United-Kingdom,C4,2023-02-23T22:21:00,2023-02-23T22:35:00,C2,7416406894,eng,unknown,standard.co.uk,unknown
28,/Event/7416406894/7416421760/7417077429,7417077429,United-Kingdom,C4,2023-02-23T22:35:00,2023-02-24T09:05:00,C2,7416406894,eng,unknown,news.sky.com,unknown
29,/Event/7416406894/7416421760/7417195949,7417195949,United-Kingdom,C4,2023-02-23T22:35:00,2023-02-24T10:19:00,C2,7416406894,eng,Independent,westerntelegraph.co.uk,https://en.wikipedia.org/wiki/Western_Telegraph
30,/Event/7416406894/7416421760/7418116016,7418116016,Pakistan,C20,2023-02-23T22:35:00,2023-02-24T21:22:00,C5,7416406894,eng,unknown,nation.com.pk,unknown
31,/Event/7416406894/7416426505,7416426505,Guernsey,unknown,2023-02-23T22:21:00,2023-02-23T22:41:00,unknown,7416406894,eng,unknown,guernseypress.com,unknown
32,/Event/7416406894/7416433007,7416433007,United-Kingdom,C4,2023-02-23T22:21:00,2023-02-23T22:47:00,C2,7416406894,eng,unknown,kentonline.co.uk,unknown
33,/Event/7416406894/7416439509,7416439509,,,2023-02-23T22:21:00,2023-02-23T22:54:00,,7416406894,eng,,spacewar.com,
34,/Event/7416406894/7416439509/7416543214,7416543214,India,C18,2023-02-23T22:54:00,2023-02-24T00:51:00,C17,7416406894,eng,unknown,economictimes.indiatimes.com,unknown
35,/Event/7416406894/7416439509/7416543214/7416956535,7416956535,United-States,C4,2023-02-24T00:51:00,2023-02-24T07:39:00,C2,7416406894,eng,unknown,huffingtonpost.co.uk,unknown
36,/Event/7416406894/7416440120,7416440120,,,2023-02-23T22:21:00,2023-02-23T22:55:00,,7416406894,eng,,jerseyeveningpost.com,
37,/Event/7416406894/7416467455,7416467455,Philippines,C18,2023-02-23T22:21:00,2023-02-23T23:24:00,C18,7416406894,eng,Centre-rightPopulist,tribune.net.ph,https://en.wikipedia.org/wiki/Daily_Tribune_(Philippines)
38,/Event/7416406894/7416519494,7416519494,,,2023-02-23T22:21:00,2023-02-24T00:23:00,,7416406894,eng,,bobrtimes.com,
39,/Event/7416406894/7416519494/7416963710,7416963710,,,2023-02-24T00:23:00,2023-02-24T07:47:00,,7416406894,eng,,ca.sports.yahoo.com,
40,/Event/7416406894/7417928125,7417928125,,,2023-02-23T22:21:00,2023-02-24T18:31:00,,7416406894,eng,,uk.news.yahoo.com,
41,/Event/7416421913,7416421913,,,2023-02-23T22:36:00,2023-02-23T22:36:00,,0,eng,,theguardian.com,
42,/Event/7416421913/7416604818,7416604818,,,2023-02-23T22:36:00,2023-02-24T02:03:00,,7416421913,eng,,pehalnews.in,
43,/Event/7416445360,7416445360,,,2023-02-23T23:01:00,2023-02-23T23:01:00,,0,eng,,msn.com,
44,/Event/7416445360/7417260467,7417260467,,,2023-02-23T23:01:00,2023-02-24T11:02:00,,7416445360,eng,,asianlite.com,
45,/Event/7416521974,7416521974,,,2023-02-24T00:26:00,2023-02-24T00:26:00,,0,eng,,gov.uk,
46,/Event/7416521974/7416556961,7416556961,,,2023-02-24T00:26:00,2023-02-24T01:08:00,,7416521974,eng,,foreignaffairs.co.nz,
47,/Event/7416521974/7417312361,7417312361,,,2023-02-24T00:26:00,2023-02-24T11:33:00,,7416521974,eng,,wired-gov.net,
48,/Event/7416521974/7417326600,7417326600,,,2023-02-24T00:26:00,2023-02-24T11:44:00,,7416521974,eng,,devdiscourse.com,
49,/Event/7416521974/7417340913,7417340913,,,2023-02-24T00:26:00,2023-02-24T11:53:00,,7416521974,eng,,latestly.com,
50,/Event/7416521974/7417523470,7417523470,India,C18,2023-02-24T00:26:00,2023-02-24T13:47:00,C17,7416521974,eng,unknown,ndtv.com,unknown
51,/Event/7416521974/7417545145,7417545145,India,C18,2023-02-24T00:26:00,2023-02-24T14:01:00,C17,7416521974,eng,unknown,siasat.com,unknown
52,/Event/7417236922,7417236922,India,C18,2023-02-24T10:46:00,2023-02-24T10:46:00,C17,0,eng,unknown,aninews.in,unknown
53,/Event/7417236922/7417247437,7417247437,,,2023-02-24T10:46:00,2023-02-24T10:54:00,,7417236922,eng,,devdiscourse.com,
54,/Event/7417236922/7417260575,7417260575,,,2023-02-24T10:46:00,2023-02-24T11:01:00,,7417236922,eng,,latestly.com,
55,/Event/7417275575,7417275575,United-Kingdom,C4,2023-02-24T11:10:00,2023-02-24T11:10:00,C2,0,eng,unknown,dailymail.co.uk,unknown
56,/Event/7417275575/7417299777,7417299777,United-Kingdom,C4,2023-02-24T11:10:00,2023-02-24T11:25:00,C2,7417275575,eng,unknown,news.sky.com,unknown
57,/Event/7417275575/7417299777/7418558833,7418558833,,,2023-02-24T11:25:00,2023-02-25T06:31:00,,7417275575,eng,,uk.news.yahoo.com,
58,/Event/7417275575/7417299777/7418610372,7418610372,,,2023-02-24T11:25:00,2023-02-25T07:27:00,,7417275575,eng,,exbulletin.com,
59,/Event/7417275575/7417299777/7418891326,7418891326,,,2023-02-24T11:25:00,2023-02-25T11:38:00,,7417275575,eng,,uk.news.yahoo.com,
