source.uri,country,language,Political-Alignment,wiki-url,Cultural-Class,Economic-Class
cosmopolitan.com,United-States,unknown,unknown,unknown,C4,C2
cosmopolitan.com.au,United-States,unknown,unknown,unknown,C4,C2
courier-journal.com,United-States,unknown,unknown,unknown,C4,C2
courierpostonline.com,United-States,unknown,unknown,unknown,C4,C2
courier-tribune.com,United-States,unknown,unknown,unknown,C4,C2
courthousenews.com,United-States,unknown,unknown,unknown,C4,C2
covnews.com,United-States,unknown,unknown,unknown,C4,C2
coyotechronicle.net,United-States,unknown,unknown,unknown,C4,C2
cpbj.com,United-States,unknown,unknown,unknown,C4,C2
cpj.org,United-States,unknown,unknown,unknown,C4,C2
crainsdetroit.com,United-States,unknown,unknown,unknown,C4,C2
crainsnewyork.com,United-States,unknown,unknown,unknown,C4,C2
createsend.com,United-States,unknown,unknown,unknown,C4,C2
crestonnews.com,United-States,unknown,unknown,unknown,C4,C2
crooked.com,United-States,unknown,unknown,unknown,C4,C2
crosscut.com,United-States,unknown,unknown,unknown,C4,C2
csindy.com,United-States,unknown,unknown,unknown,C4,C2
csmonitor.com,United-States,unknown,unknown,unknown,C4,C2
csnbayarea.com,United-States,unknown,unknown,unknown,C4,C2
ctmirror.org,United-States,unknown,unknown,unknown,C4,C2
ctpost.com,United-States,unknown,unknown,unknown,C4,C2
cullmansense.com,United-States,unknown,unknown,unknown,C4,C2
currypilot.com,United-States,unknown,unknown,unknown,C4,C2
cw39.com,United-States,unknown,unknown,unknown,C4,C2
cwa-union.org,United-States,unknown,unknown,unknown,C4,C2
dailybruin.com,United-States,unknown,unknown,unknown,C4,C2
dailycaller.com,United-States,unknown,unknown,unknown,C4,C2
dailycallernewsfoundation.org,United-States,unknown,unknown,unknown,C4,C2
dailycampus.com,United-States,unknown,unknown,unknown,C4,C2
dailycommercial.com,United-States,unknown,unknown,unknown,C4,C2
dailygazette.com,United-States,unknown,unknown,unknown,C4,C2
dailyherald.com,United-States,unknown,unknown,unknown,C4,C2
dailyiowan.com,United-States,unknown,unknown,unknown,C4,C2
daily-jeff.com,United-States,unknown,unknown,unknown,C4,C2
dailyprincetonian.com,United-States,unknown,unknown,unknown,C4,C2
dailyprogress.com,United-States,unknown,unknown,unknown,C4,C2
dailyreckoning.com,United-States,unknown,unknown,unknown,C4,C2
dailyreporter.com,United-States,unknown,unknown,unknown,C4,C2
dailyreportonline.com,United-States,unknown,unknown,unknown,C4,C2
dailyrepublic.com,United-States,unknown,unknown,unknown,C4,C2
dailytexanonline.com,United-States,unknown,unknown,unknown,C4,C2
dailytidings.com,United-States,unknown,unknown,unknown,C4,C2
dailyvoice.com,United-States,unknown,unknown,unknown,C4,C2
dailywire.com,United-States,unknown,unknown,unknown,C4,C2
dallasnews.com,United-States,unknown,unknown,unknown,C4,C2
daveberta.ca,United-States,unknown,unknown,unknown,C4,C2
davisenterprise.com,United-States,unknown,unknown,unknown,C4,C2
daytondailynews.com,United-States,unknown,unknown,unknown,C4,C2
dcourier.com,United-States,unknown,unknown,unknown,C4,C2
dctribune.org,United-States,unknown,unknown,unknown,C4,C2
de.finance.yahoo.com,United-States,unknown,unknown,unknown,C4,C2
de.nachrichten.yahoo.com,United-States,unknown,unknown,unknown,C4,C2
deadline.com,United-States,unknown,unknown,unknown,C4,C2
delawareonline.com,United-States,unknown,unknown,unknown,C4,C2
dentonrc.com,United-States,unknown,unknown,unknown,C4,C2
denverpost.com,United-States,unknown,unknown,unknown,C4,C2
deseretnews.com,United-States,unknown,unknown,unknown,C4,C2
desertsun.com,United-States,unknown,unknown,unknown,C4,C2
desmoinesregister.com,United-States,unknown,unknown,unknown,C4,C2
detroitnews.com,United-States,unknown,unknown,unknown,C4,C2
devex.com,United-States,unknown,unknown,unknown,C4,C2
diariolasamericas.com,United-States,unknown,unknown,unknown,C4,C2
digboston.com,United-States,unknown,unknown,unknown,C4,C2
digiday.com,United-States,unknown,unknown,unknown,C4,C2
disabilityscoop.com,United-States,unknown,unknown,unknown,C4,C2
doctorslounge.com,United-States,unknown,unknown,unknown,C4,C2
dodgeglobe.com,United-States,unknown,unknown,unknown,C4,C2
dothaneagle.com,United-States,unknown,unknown,unknown,C4,C2
dr.marketwatch.com,United-States,unknown,unknown,unknown,C4,C2
dtnpf.com,United-States,unknown,unknown,unknown,C4,C2
durangoherald.com,United-States,unknown,unknown,unknown,C4,C2
dvidshub.net,United-States,unknown,unknown,unknown,C4,C2
eagletimes.com,United-States,unknown,unknown,unknown,C4,C2
eagletribune.com,United-States,unknown,unknown,unknown,C4,C2
eastbaytimes.com,United-States,unknown,unknown,unknown,C4,C2
easyreadernews.com,United-States,unknown,unknown,unknown,C4,C2
edition.cnn.com,United-States,unknown,unknown,unknown,C4,C2
eenews.net,United-States,unknown,unknown,unknown,C4,C2
elitedaily.com,United-States,unknown,unknown,unknown,C4,C2
elkharttruth.com,United-States,unknown,unknown,unknown,C4,C2
elpasotimes.com,United-States,unknown,unknown,unknown,C4,C2
elpopularnews.com,United-States,unknown,unknown,unknown,C4,C2
en.yibada.com,United-States,unknown,unknown,unknown,C4,C2
enterprisenews.com,United-States,unknown,unknown,unknown,C4,C2
epbusinessjournal.com,United-States,unknown,unknown,unknown,C4,C2
episcopalnewsservice.org,United-States,unknown,unknown,unknown,C4,C2
eriegaynews.com,United-States,unknown,unknown,unknown,C4,C2
es.finance.yahoo.com,United-States,unknown,unknown,unknown,C4,C2
eschatonblog.com,United-States,unknown,unknown,unknown,C4,C2
espn.com.ar,United-States,unknown,unknown,unknown,C4,C2
espn.com.mx,United-States,unknown,unknown,unknown,C4,C2
espn.go.com,United-States,unknown,unknown,unknown,C4,C2
espndeportes.espn.com,United-States,unknown,unknown,unknown,C4,C2
espndeportes.espn.go.com,United-States,unknown,unknown,unknown,C4,C2
eu.augustachronicle.com,United-States,unknown,unknown,unknown,C4,C2
eu.gainesville.com,United-States,unknown,unknown,unknown,C4,C2
eu.lansingstatejournal.com,United-States,unknown,unknown,unknown,C4,C2
eu.palmbeachpost.com,United-States,unknown,unknown,unknown,C4,C2
eveningtribune.com,United-States,unknown,unknown,unknown,C4,C2
ew.com,United-States,unknown,unknown,unknown,C4,C2
ezorigin.csmonitor.com,United-States,unknown,unknown,unknown,C4,C2
fairfieldcitizenonline.com,United-States,unknown,unknown,unknown,C4,C2
fa-mag.com,United-States,unknown,unknown,unknown,C4,C2
fansided.com,United-States,unknown,unknown,unknown,C4,C2
farmprogress.com,United-States,unknown,unknown,unknown,C4,C2
fatherly.com,United-States,unknown,unknown,unknown,C4,C2
federalnewsradio.com,United-States,unknown,unknown,unknown,C4,C2
filmschoolrejects.com,United-States,unknown,unknown,unknown,C4,C2
finance.yahoo.com,United-States,unknown,unknown,unknown,C4,C2
firstthings.com,United-States,unknown,unknown,unknown,C4,C2
fis.com,United-States,unknown,unknown,unknown,C4,C2
fivethirtyeight.com,United-States,unknown,unknown,unknown,C4,C2
flaglerlive.com,United-States,unknown,unknown,unknown,C4,C2
flathatnews.com,United-States,unknown,unknown,unknown,C4,C2
flavorwire.com,United-States,unknown,unknown,unknown,C4,C2
fleetwoodtoday.co.uk,United-States,unknown,unknown,unknown,C4,C2
floridatoday.com,United-States,unknown,unknown,unknown,C4,C2
flyertalk.com,United-States,unknown,unknown,unknown,C4,C2
focusdailynews.com,United-States,unknown,unknown,unknown,C4,C2
foliomag.com,United-States,unknown,unknown,unknown,C4,C2
foodandwine.com,United-States,unknown,unknown,unknown,C4,C2
fool.ca,United-States,unknown,unknown,unknown,C4,C2
fool.com,United-States,unknown,unknown,unknown,C4,C2
footwearnews.com,United-States,unknown,unknown,unknown,C4,C2
forbes.com.br,United-States,unknown,unknown,unknown,C4,C2
fortmyers.floridaweekly.com,United-States,unknown,unknown,unknown,C4,C2
forward.com,United-States,unknown,unknown,unknown,C4,C2
fosters.com,United-States,unknown,unknown,unknown,C4,C2
foxnews.com,United-States,unknown,unknown,unknown,C4,C2
foxsports.it,United-States,unknown,unknown,unknown,C4,C2
foxsportsradio.iheart.com,United-States,unknown,unknown,unknown,C4,C2
freebeacon.com,United-States,unknown,unknown,unknown,C4,C2
freep.com,United-States,unknown,unknown,unknown,C4,C2
friendlyatheist.patheos.com,United-States,unknown,unknown,unknown,C4,C2
frontpagemag.com,United-States,unknown,unknown,unknown,C4,C2
frostillustrated.com,United-States,unknown,unknown,unknown,C4,C2
fusion.net,United-States,unknown,unknown,unknown,C4,C2
fxcm.news,United-States,unknown,unknown,unknown,C4,C2
fyxnews.com,United-States,unknown,unknown,unknown,C4,C2
gadsdentimes.com,United-States,unknown,unknown,unknown,C4,C2
gainesville.com,United-States,unknown,unknown,unknown,C4,C2
galioninquirer.com,United-States,unknown,unknown,unknown,C4,C2
gazettetimes.com,United-States,unknown,unknown,unknown,C4,C2
georgetownvoice.com,United-States,unknown,unknown,unknown,C4,C2
georgiabulletin.org,United-States,unknown,unknown,unknown,C4,C2
gjsentinel.com,United-States,unknown,unknown,unknown,C4,C2
glamour.com,United-States,unknown,unknown,unknown,C4,C2
globalpost.com,United-States,unknown,unknown,unknown,C4,C2
globaltravelerusa.com,United-States,unknown,unknown,unknown,C4,C2
globegazette.com,United-States,unknown,unknown,unknown,C4,C2
godanriver.com,United-States,unknown,unknown,unknown,C4,C2
goerie.com,United-States,unknown,unknown,unknown,C4,C2
goiam.org,United-States,unknown,unknown,unknown,C4,C2
golfweek.usatoday.com,United-States,unknown,unknown,unknown,C4,C2
goqnotes.com,United-States,unknown,unknown,unknown,C4,C2
gosanangelo.com,United-States,unknown,unknown,unknown,C4,C2
goupstate.com,United-States,unknown,unknown,unknown,C4,C2
governing.com,United-States,unknown,unknown,unknown,C4,C2
gpbnews.org,United-States,unknown,unknown,unknown,C4,C2
gq.com,United-States,unknown,unknown,unknown,C4,C2
gq-magazin.de,United-States,unknown,unknown,unknown,C4,C2
grandcoulee.com,United-States,unknown,unknown,unknown,C4,C2
grandhaventribune.com,United-States,unknown,unknown,unknown,C4,C2
greenbaypressgazette.com,United-States,unknown,unknown,unknown,C4,C2
greenfieldreporter.com,United-States,unknown,unknown,unknown,C4,C2
greenvilleonline.com,United-States,unknown,unknown,unknown,C4,C2
gwhatchet.com,United-States,unknown,unknown,unknown,C4,C2
gwinnettdailypost.com,United-States,unknown,unknown,unknown,C4,C2
hamodia.com,United-States,unknown,unknown,unknown,C4,C2
harpersbazaar.co.uk,United-States,unknown,unknown,unknown,C4,C2
harpersbazaar.com,United-States,unknown,unknown,unknown,C4,C2
hartenergy.com,United-States,unknown,unknown,unknown,C4,C2
hauteliving.com,United-States,unknown,unknown,unknown,C4,C2
hawaii247.com,United-States,unknown,unknown,unknown,C4,C2
hawaiipublicradio.org,United-States,unknown,unknown,unknown,C4,C2
hbsdealer.com,United-States,unknown,unknown,unknown,C4,C2
healthcaredive.com,United-States,unknown,unknown,unknown,C4,C2
heraldextra.com,United-States,unknown,unknown,unknown,C4,C2
heraldnet.com,United-States,unknown,unknown,unknown,C4,C2
heraldnews.com,United-States,unknown,unknown,unknown,C4,C2
heraldonline.com,United-States,unknown,unknown,unknown,C4,C2
herald-review.com,United-States,unknown,unknown,unknown,C4,C2
heraldtribune.com,United-States,unknown,unknown,unknown,C4,C2
hereandnow.wbur.org,United-States,unknown,unknown,unknown,C4,C2
hiawathaworldonline.com,United-States,unknown,unknown,unknown,C4,C2
hickoryrecord.com,United-States,unknown,unknown,unknown,C4,C2
hinduismtoday.com,United-States,unknown,unknown,unknown,C4,C2
hiphopdx.com,United-States,unknown,unknown,unknown,C4,C2
history.com,United-States,unknown,unknown,unknown,C4,C2
hk.news.yahoo.com,United-States,unknown,unknown,unknown,C4,C2
hollandsentinel.com,United-States,unknown,unknown,unknown,C4,C2
hollywoodreporter.com,United-States,unknown,unknown,unknown,C4,C2
home.cableone.net,United-States,unknown,unknown,unknown,C4,C2
hosted.ap.org,United-States,unknown,unknown,unknown,C4,C2
hotair.com,United-States,unknown,unknown,unknown,C4,C2
hotelowner.co.uk,United-States,unknown,unknown,unknown,C4,C2
houmatoday.com,United-States,unknown,unknown,unknown,C4,C2
htrnews.com,United-States,unknown,unknown,unknown,C4,C2
huffingtonpost.co.uk,United-States,unknown,unknown,unknown,C4,C2
huffingtonpost.com,United-States,unknown,unknown,unknown,C4,C2
humanrightsfirst.org,United-States,unknown,unknown,unknown,C4,C2
ibtimes.co.in,United-States,unknown,unknown,unknown,C4,C2
ibtimes.co.uk,United-States,unknown,unknown,unknown,C4,C2
ibtimes.com,United-States,unknown,unknown,unknown,C4,C2
ibtimes.sg,United-States,unknown,unknown,unknown,C4,C2
idahostatesman.com,United-States,unknown,unknown,unknown,C4,C2
idsnews.com,United-States,unknown,unknown,unknown,C4,C2
ijr.com,United-States,unknown,unknown,unknown,C4,C2
ijreview.com,United-States,unknown,unknown,unknown,C4,C2
imf.org,United-States,unknown,unknown,unknown,C4,C2
inc.com,United-States,unknown,unknown,unknown,C4,C2
indeonline.com,United-States,unknown,unknown,unknown,C4,C2
indystar.com,United-States,unknown,unknown,unknown,C4,C2
insidehighered.com,United-States,unknown,unknown,unknown,C4,C2
insider.co.uk,United-States,unknown,unknown,unknown,C4,C2
insider.com,United-States,unknown,unknown,unknown,C4,C2
instyle.com,United-States,unknown,unknown,unknown,C4,C2
interactives.dallasnews.com,United-States,unknown,unknown,unknown,C4,C2
inuth.com,United-States,unknown,unknown,unknown,C4,C2
inverse.com,United-States,unknown,unknown,unknown,C4,C2
investopedia.com,United-States,unknown,unknown,unknown,C4,C2
iowapublicradio.org,United-States,unknown,unknown,unknown,C4,C2
iowastatedaily.com,United-States,unknown,unknown,unknown,C4,C2
islandpacket.com,United-States,unknown,unknown,unknown,C4,C2
isthmus.com,United-States,unknown,unknown,unknown,C4,C2
it.finance.yahoo.com,United-States,unknown,unknown,unknown,C4,C2
ithacajournal.com,United-States,unknown,unknown,unknown,C4,C2
itprotoday.com,United-States,unknown,unknown,unknown,C4,C2
ivn.us,United-States,unknown,unknown,unknown,C4,C2
j-14.com,United-States,unknown,unknown,unknown,C4,C2
jacksonfreepress.com,United-States,unknown,unknown,unknown,C4,C2
jacksonheraldtoday.com,United-States,unknown,unknown,unknown,C4,C2
jalopnik.com,United-States,unknown,unknown,unknown,C4,C2
jamestownsun.com,United-States,unknown,unknown,unknown,C4,C2
jconline.com,United-States,unknown,unknown,unknown,C4,C2
jewishaz.com,United-States,unknown,unknown,unknown,C4,C2
jewishjournal.com,United-States,unknown,unknown,unknown,C4,C2
jewishpress.com,United-States,unknown,unknown,unknown,C4,C2
jewishtimes.com,United-States,unknown,unknown,unknown,C4,C2
jhnewsandguide.com,United-States,unknown,unknown,unknown,C4,C2
jhunewsletter.com,United-States,unknown,unknown,unknown,C4,C2
jhvonline.com,United-States,unknown,unknown,unknown,C4,C2
joplinglobe.com,United-States,unknown,unknown,unknown,C4,C2
journalgazette.net,United-States,unknown,unknown,unknown,C4,C2
journalrecord.com,United-States,unknown,unknown,unknown,C4,C2
journalstandard.com,United-States,unknown,unknown,unknown,C4,C2
jp.techcrunch.com,United-States,unknown,unknown,unknown,C4,C2
jsonline.com,United-States,unknown,unknown,unknown,C4,C2
jta.org,United-States,unknown,unknown,unknown,C4,C2
jweekly.com,United-States,unknown,unknown,unknown,C4,C2
k2radio.com,United-States,unknown,unknown,unknown,C4,C2
kansas.com,United-States,unknown,unknown,unknown,C4,C2
kaplanherald.com,United-States,unknown,unknown,unknown,C4,C2
kcchronicle.com,United-States,unknown,unknown,unknown,C4,C2
kcrg.com,United-States,unknown,unknown,unknown,C4,C2
kdhnews.com,United-States,unknown,unknown,unknown,C4,C2
kdminer.com,United-States,unknown,unknown,unknown,C4,C2
kdvr.com,United-States,unknown,unknown,unknown,C4,C2
kemmerergazette.com,United-States,unknown,unknown,unknown,C4,C2
keyt.com,United-States,unknown,unknown,unknown,C4,C2
kff.org,United-States,unknown,unknown,unknown,C4,C2
khou.com,United-States,unknown,unknown,unknown,C4,C2
kios.org,United-States,unknown,unknown,unknown,C4,C2
kiplinger.com,United-States,unknown,unknown,unknown,C4,C2
kitsapdailynews.com,United-States,unknown,unknown,unknown,C4,C2
kitsapsun.com,United-States,unknown,unknown,unknown,C4,C2
kpel965.com,United-States,unknown,unknown,unknown,C4,C2
krmg.com,United-States,unknown,unknown,unknown,C4,C2
krwg.org,United-States,unknown,unknown,unknown,C4,C2
kshb.com,United-States,unknown,unknown,unknown,C4,C2
ksnt.com,United-States,unknown,unknown,unknown,C4,C2
kstatecollegian.com,United-States,unknown,unknown,unknown,C4,C2
ksusentinel.com,United-States,unknown,unknown,unknown,C4,C2
ktla.com,United-States,unknown,unknown,unknown,C4,C2
ktre.com,United-States,unknown,unknown,unknown,C4,C2
ktuu.com,United-States,unknown,unknown,unknown,C4,C2
kurv.com,United-States,unknown,unknown,unknown,C4,C2
kvpr.org,United-States,unknown,unknown,unknown,C4,C2
kwch.com,United-States,unknown,unknown,unknown,C4,C2
kxii.com,United-States,unknown,unknown,unknown,C4,C2
ky3.com,United-States,unknown,unknown,unknown,C4,C2
lagniappemobile.com,United-States,unknown,unknown,unknown,C4,C2
lancastereaglegazette.com,United-States,unknown,unknown,unknown,C4,C2
lancasterfarming.com,United-States,unknown,unknown,unknown,C4,C2
lancasteronline.com,United-States,unknown,unknown,unknown,C4,C2
lansingstatejournal.com,United-States,unknown,unknown,unknown,C4,C2
laramielive.com,United-States,unknown,unknown,unknown,C4,C2
lasentinel.net,United-States,unknown,unknown,unknown,C4,C2
lasvegassun.com,United-States,unknown,unknown,unknown,C4,C2
latimes.com,United-States,unknown,unknown,unknown,C4,C2
latino.foxnews.com,United-States,unknown,unknown,unknown,C4,C2
latinodetroit.com,United-States,unknown,unknown,unknown,C4,C2
laughingsquid.com,United-States,unknown,unknown,unknown,C4,C2
laweekly.com,United-States,unknown,unknown,unknown,C4,C2
lawndalenews.com,United-States,unknown,unknown,unknown,C4,C2
lawweekcolorado.com,United-States,unknown,unknown,unknown,C4,C2
lawyerherald.com,United-States,unknown,unknown,unknown,C4,C2
leadercall.com,United-States,unknown,unknown,unknown,C4,C2
learnbonds.com,United-States,unknown,unknown,unknown,C4,C2
lebanondemocrat.com,United-States,unknown,unknown,unknown,C4,C2
libertynation.com,United-States,unknown,unknown,unknown,C4,C2
libertyunbound.com,United-States,unknown,unknown,unknown,C4,C2
libn.com,United-States,unknown,unknown,unknown,C4,C2
lifezette.com,United-States,unknown,unknown,unknown,C4,C2
lincolntimesnews.com,United-States,unknown,unknown,unknown,C4,C2
lite-ra.com,United-States,unknown,unknown,unknown,C4,C2
littlefallstimes.com,United-States,unknown,unknown,unknown,C4,C2
ljworld.com,United-States,unknown,unknown,unknown,C4,C2
lombardiave.com,United-States,unknown,unknown,unknown,C4,C2
loudountimes.com,United-States,unknown,unknown,unknown,C4,C2
lowellsun.com,United-States,unknown,unknown,unknown,C4,C2
lubbockonline.com,United-States,unknown,unknown,unknown,C4,C2
lufkindailynews.com,United-States,unknown,unknown,unknown,C4,C2
lvcampustimes.org,United-States,unknown,unknown,unknown,C4,C2
lyoncountyreporter.com,United-States,unknown,unknown,unknown,C4,C2
macrumors.com,United-States,unknown,unknown,unknown,C4,C2
magadailyreport.com,United-States,unknown,unknown,unknown,C4,C2
magicvalley.com,United-States,unknown,unknown,unknown,C4,C2
mailtribune.com,United-States,unknown,unknown,unknown,C4,C2
mandatory.com,United-States,unknown,unknown,unknown,C4,C2
mankatofreepress.com,United-States,unknown,unknown,unknown,C4,C2
manninglive.com,United-States,unknown,unknown,unknown,C4,C2
manufacturing.net,United-States,unknown,unknown,unknown,C4,C2
marijuanamoment.net,United-States,unknown,unknown,unknown,C4,C2
marionstar.com,United-States,unknown,unknown,unknown,C4,C2
marketplace.tampabay.com,United-States,unknown,unknown,unknown,C4,C2
markets.businessinsider.com,United-States,unknown,unknown,unknown,C4,C2
marketwatch.com,United-States,unknown,unknown,unknown,C4,C2
marquettewire.org,United-States,unknown,unknown,unknown,C4,C2
mashable.com,United-States,unknown,unknown,unknown,C4,C2
mauinow.com,United-States,unknown,unknown,unknown,C4,C2
maxfunboard.com,United-States,unknown,unknown,unknown,C4,C2
mcall.com,United-States,unknown,unknown,unknown,C4,C2
mcclatchydc.com,United-States,unknown,unknown,unknown,C4,C2
mccourier.com,United-States,unknown,unknown,unknown,C4,C2
mediabiasfactcheck.com,United-States,unknown,unknown,unknown,C4,C2
mediaite.com,United-States,unknown,unknown,unknown,C4,C2
medina-gazette.com,United-States,unknown,unknown,unknown,C4,C2
mei.edu,United-States,unknown,unknown,unknown,C4,C2
memphisflyer.com,United-States,unknown,unknown,unknown,C4,C2
mentalfloss.com,United-States,unknown,unknown,unknown,C4,C2
messenger-inquirer.com,United-States,unknown,unknown,unknown,C4,C2
metrowestdailynews.com,United-States,unknown,unknown,unknown,C4,C2
miamiagentmagazine.com,United-States,unknown,unknown,unknown,C4,C2
miamidiario.com,United-States,unknown,unknown,unknown,C4,C2
miamiherald.com,United-States,unknown,unknown,unknown,C4,C2
miaminewtimes.com,United-States,unknown,unknown,unknown,C4,C2
mic.com,United-States,unknown,unknown,unknown,C4,C2
michiganadvance.com,United-States,unknown,unknown,unknown,C4,C2
michiganchronicle.com,United-States,unknown,unknown,unknown,C4,C2
michigandaily.com,United-States,unknown,unknown,unknown,C4,C2
michronicleonline.com,United-States,unknown,unknown,unknown,C4,C2
middletownpress.com,United-States,unknown,unknown,unknown,C4,C2
migrationpolicy.org,United-States,unknown,unknown,unknown,C4,C2
milforddailynews.com,United-States,unknown,unknown,unknown,C4,C2
military.com,United-States,unknown,unknown,unknown,C4,C2
miningjournal.net,United-States,unknown,unknown,unknown,C4,C2
minnpost.com,United-States,unknown,unknown,unknown,C4,C2
mjbizdaily.com,United-States,unknown,unknown,unknown,C4,C2
mnn.com,United-States,unknown,unknown,unknown,C4,C2
mobile.nytimes.com,United-States,unknown,unknown,unknown,C4,C2
mondaq.com,United-States,unknown,unknown,unknown,C4,C2
mondoweiss.net,United-States,unknown,unknown,unknown,C4,C2
monroenews.com,United-States,unknown,unknown,unknown,C4,C2
montereyherald.com,United-States,unknown,unknown,unknown,C4,C2
montgomerynews.com,United-States,unknown,unknown,unknown,C4,C2
morningstar.co.uk,United-States,unknown,unknown,unknown,C4,C2
moroccoworldnews.com,United-States,unknown,unknown,unknown,C4,C2
mortgagenewsdaily.com,United-States,unknown,unknown,unknown,C4,C2
motherjones.com,United-States,unknown,unknown,unknown,C4,C2
mprnews.org,United-States,unknown,unknown,unknown,C4,C2
msnbc.com,United-States,unknown,unknown,unknown,C4,C2
mtdemocrat.com,United-States,unknown,unknown,unknown,C4,C2
mtpr.org,United-States,unknown,unknown,unknown,C4,C2
muskogeephoenix.com,United-States,unknown,unknown,unknown,C4,C2
mvariety.com,United-States,unknown,unknown,unknown,C4,C2
myajc.com,United-States,unknown,unknown,unknown,C4,C2
mydailytribune.com,United-States,unknown,unknown,unknown,C4,C2
mydaytondailynews.com,United-States,unknown,unknown,unknown,C4,C2
myedmondsnews.com,United-States,unknown,unknown,unknown,C4,C2
mynews13.com,United-States,unknown,unknown,unknown,C4,C2
mynorthwest.com,United-States,unknown,unknown,unknown,C4,C2
myrecordjournal.com,United-States,unknown,unknown,unknown,C4,C2
mysanantonio.com,United-States,unknown,unknown,unknown,C4,C2
mystatesman.com,United-States,unknown,unknown,unknown,C4,C2
napavalleyregister.com,United-States,unknown,unknown,unknown,C4,C2
naplesnews.com,United-States,unknown,unknown,unknown,C4,C2
nashuatelegraph.com,United-States,unknown,unknown,unknown,C4,C2
nashvillescene.com,United-States,unknown,unknown,unknown,C4,C2
nationalcenter.org,United-States,unknown,unknown,unknown,C4,C2
nationalinterest.org,United-States,unknown,unknown,unknown,C4,C2
nationalmortgagenews.com,United-States,unknown,unknown,unknown,C4,C2
nationalreview.com,United-States,unknown,unknown,unknown,C4,C2
navajotimes.com,United-States,unknown,unknown,unknown,C4,C2
navytimes.com,United-States,unknown,unknown,unknown,C4,C2
nbc4i.com,United-States,unknown,unknown,unknown,C4,C2
ncnewspress.com,United-States,unknown,unknown,unknown,C4,C2
ndsmcobserver.com,United-States,unknown,unknown,unknown,C4,C2
necn.com,United-States,unknown,unknown,unknown,C4,C2
nerdist.com,United-States,unknown,unknown,unknown,C4,C2
nesn.com,United-States,unknown,unknown,unknown,C4,C2
newbritainherald.com,United-States,unknown,unknown,unknown,C4,C2
newcastleherald.com.au,United-States,unknown,unknown,unknown,C4,C2
newhavenindependent.org,United-States,unknown,unknown,unknown,C4,C2
neworleanscitybusiness.com,United-States,unknown,unknown,unknown,C4,C2
newpittsburghcourieronline.com,United-States,unknown,unknown,unknown,C4,C2
newrepublic.com,United-States,unknown,unknown,unknown,C4,C2
news.ballotpedia.org,United-States,unknown,unknown,unknown,C4,C2
news.fastcompany.com,United-States,unknown,unknown,unknown,C4,C2
news.ldnews.cn,United-States,unknown,unknown,unknown,C4,C2
news.lee.net,United-States,unknown,unknown,unknown,C4,C2
news.morningstar.com,United-States,unknown,unknown,unknown,C4,C2
news.sdnews.com.cn,United-States,unknown,unknown,unknown,C4,C2
news.un.org,United-States,unknown,unknown,unknown,C4,C2
news.va,United-States,unknown,unknown,unknown,C4,C2
news.yibada.com,United-States,unknown,unknown,unknown,C4,C2
newsadvance.com,United-States,unknown,unknown,unknown,C4,C2
newsblaze.com,United-States,unknown,unknown,unknown,C4,C2
newsbusters.org,United-States,unknown,unknown,unknown,C4,C2
newschannel5.com,United-States,unknown,unknown,unknown,C4,C2
newser.com,United-States,unknown,unknown,unknown,C4,C2
newsleader.com,United-States,unknown,unknown,unknown,C4,C2
newsobserver.com,United-States,unknown,unknown,unknown,C4,C2
news-press.com,United-States,unknown,unknown,unknown,C4,C2
newsregister.com,United-States,unknown,unknown,unknown,C4,C2
newswire.net,United-States,unknown,unknown,unknown,C4,C2
newsy.com,United-States,unknown,unknown,unknown,C4,C2
newtimesslo.com,United-States,unknown,unknown,unknown,C4,C2
newtondailynews.com,United-States,unknown,unknown,unknown,C4,C2
newzy.net,United-States,unknown,unknown,unknown,C4,C2
nhpr.org,United-States,unknown,unknown,unknown,C4,C2
nhregister.com,United-States,unknown,unknown,unknown,C4,C2
nickiswift.com,United-States,unknown,unknown,unknown,C4,C2
njjewishnews.com,United-States,unknown,unknown,unknown,C4,C2
njjewishnews.timesofisrael.com,United-States,unknown,unknown,unknown,C4,C2
njspotlight.com,United-States,unknown,unknown,unknown,C4,C2
njtoday.net,United-States,unknown,unknown,unknown,C4,C2
noozhawk.com,United-States,unknown,unknown,unknown,C4,C2
norfolkdailynews.com,United-States,unknown,unknown,unknown,C4,C2
northaugustastar.com,United-States,unknown,unknown,unknown,C4,C2
northjersey.com,United-States,unknown,unknown,unknown,C4,C2
norwichbulletin.com,United-States,unknown,unknown,unknown,C4,C2
noticiasya.com,United-States,unknown,unknown,unknown,C4,C2
notiuno.com,United-States,unknown,unknown,unknown,C4,C2
novi.ba,United-States,unknown,unknown,unknown,C4,C2
npr.org,United-States,unknown,unknown,unknown,C4,C2
ns40.dailyorange.com,United-States,unknown,unknown,unknown,C4,C2
nwaonline.com,United-States,unknown,unknown,unknown,C4,C2
nwherald.com,United-States,unknown,unknown,unknown,C4,C2
ny1.com,United-States,unknown,unknown,unknown,C4,C2
nyc.gov,United-States,unknown,unknown,unknown,C4,C2
nydailynews.com,United-States,unknown,unknown,unknown,C4,C2
nylon.com,United-States,unknown,unknown,unknown,C4,C2
nymag.com,United-States,unknown,unknown,unknown,C4,C2
nypost.com,United-States,unknown,unknown,unknown,C4,C2
nytimes.com,United-States,unknown,unknown,unknown,C4,C2
nyunews.com,United-States,unknown,unknown,unknown,C4,C2
